Actual,Predicted,Residuals
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.585382012,0.556656620475381,0.02872539152461895
0.452523944,0.48284960269253485,-0.03032565869253484
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.521234929,0.4849853551861881,0.036249573813811886
0.610225571,0.5981681295474566,0.012057441452543394
0.62752488,0.6032698347739305,0.02425504522606947
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.459314995,0.5115828343926946,-0.05226783939269458
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.419872686,0.4234568216201088,-0.003584135620108786
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.57492872,0.6191008197311658,-0.04417209973116587
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.606051146,0.6203768968165356,-0.014325750816535643
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.513844072,0.5054570183320499,0.008387053667950117
0.578292591,0.5367679154300781,0.0415246755699219
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.41846616,0.4349102225450799,-0.016444062545079907
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.430527763,0.39634293667026355,0.03418482632973646
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.596284178,0.6583648568451075,-0.062080678845107484
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.485377606,0.4501844626714329,0.0351931433285671
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.423078624,0.4309088052199335,-0.007830181219933507
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.509655982,0.5094641013580967,0.0001918806419032304
0.452880353,0.4703032880689516,-0.017422935068951595
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.687770562,0.6959215487723033,-0.008150986772303304
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.54154737,0.5722815695657754,-0.03073419956577539
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.412497676,0.42431131638810216,-0.011813640388102176
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,0.4207509898310936,-0.4207509898310936
0.320728694,0.3311068034811659,-0.01037810948116591
0.507061881,0.5051764448400277,0.0018854361599723868
0.442322927,0.42987367475293375,0.012449252247066223
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.555895806,0.5570514376709608,-0.0011556316709607772
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.41830615,0.4294510373193005,-0.011144887319300523
0.517964956,0.5758494253786068,-0.057884469378606807
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.479580236,0.5207597734798701,-0.04117953747987013
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.475369577,0.523320349684242,-0.04795077268424203
0.422379914,0.4487245757127407,-0.02634466171274069
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,0.2845209731521443,-0.2845209731521443
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.669350876,0.6777193334067556,-0.008368457406755625
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.391539103,0.37392523831155056,0.017613864688449443
0.793832858,0.8172486627816858,-0.02341580478168581
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.529416664,0.5339085548307896,-0.004491890830789602
0.642500262,0.6642339162187539,-0.02173365421875395
0.565340799,0.5483106030711574,0.017030195928842584
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.717419461,0.6589406855636174,0.05847877543638258
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.48297349,0.5043064723528249,-0.02133298235282488
0.39007321,0.35247922482436456,0.03759398517563545
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.624561549,0.5939187136956411,0.030642835304358962
0.559260487,0.5002881492823292,0.05897233771767074
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.39297446,0.357762474874209,0.035211985125791045
0.612223917,0.567052020116501,0.045171896883498985
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.550782157,0.5372128944991376,0.013569262500862433
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.653349944,0.6452243901905401,0.008125553809459896
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.456645762,0.5085354344698076,-0.051889672469807635
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.564668534,0.5388103110021261,0.025858222997873992
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.323723975,0.33805651193002345,-0.014332536930023454
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.458322238,0.4539759413889323,0.004346296611067668
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.606770329,0.5450633619608072,0.06170696703919287
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.713934083,0.713020845188143,0.0009132378118570372
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.613559803,0.632891803050231,-0.019332000050230946
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.535798638,0.5451002341486283,-0.009301596148628244
0.65153802,0.6361639865654721,0.015374033434527923
0.627531402,0.613078691296254,0.014452710703745986
0.387004605,0.3753447084916522,0.011659896508347811
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.455038429,0.40329489572060423,0.05174353327939579
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.62638008,0.6556666251654119,-0.029286545165411848
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,0.38880319642448263,-0.38880319642448263
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.525942645,0.5056755185607537,0.02026712643924633
0.521433716,0.5530917746190086,-0.03165805861900861
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,0.29057256576000795,-0.29057256576000795
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.342381179,0.32516496512258536,0.01721621387741462
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.520475236,0.5357085939893435,-0.015233357989343443
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,0.3144725316301403,-0.3144725316301403
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.340829668,0.40815480234536067,-0.0673251343453607
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.487212172,0.5074464360655059,-0.02023426406550588
0.455180312,0.43560343640645854,0.019576875593541432
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.597765365,0.6093367591893935,-0.011571394189393458
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,0.2861685784684442,-0.2861685784684442
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.661464675,0.6811933580940317,-0.01972868309403175
0.502771521,0.49067991742693967,0.012091603573060328
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.420351393,0.42714493165993145,-0.006793538659931431
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.688197984,0.5985994348221928,0.08959854917780719
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.560812316,0.5935592231232436,-0.032746907123243574
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.558963371,0.535212802743429,0.02375056825657107
0.505402926,0.5116622033111373,-0.00625927731113729
0.521973806,0.5014630226226333,0.02051078337736667
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.572426276,0.5385014257344538,0.03392485026554615
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.511830786,0.5272915387818721,-0.015460752781872089
0.513510724,0.4939614637902798,0.0195492602097202
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.437843179,0.36342639489120393,0.0744167841087961
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.406994061,0.44344950892626706,-0.03645544792626704
0.453362863,0.47020247438860696,-0.016839611388606956
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.454456797,0.46785944380156885,-0.01340264680156883
0.0,0.24355635964846065,-0.24355635964846065
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.709171224,0.6705639368703334,0.038607287129666545
0.407965618,0.3947004524249927,0.013265165575007287
0.704929683,0.6902119551161765,0.014717727883823528
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.586146016,0.5417486031579778,0.044397412842022255
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.404526974,0.4291865313913052,-0.02465955739130521
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.429184192,0.505422039326054,-0.07623784732605399
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.605290581,0.6212252565081977,-0.015934675508197715
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.579227537,0.5326349753554088,0.046592561644591135
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.613670486,0.5376783266058266,0.07599215939417336
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.515514398,0.5714059523022427,-0.055891554302242685
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.548440036,0.542003167065333,0.006436868934666995
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.566100107,0.5563707061399142,0.00972940086008578
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.604191381,0.5523002639877403,0.05189111701225968
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.509603782,0.5440192530773582,-0.034415471077358206
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.55250093,0.5477269597980151,0.0047739702019848895
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.599108543,0.6034278851992709,-0.004319342199270881
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.580099888,0.5444567878233247,0.03564310017667527
0.418980238,0.4316971073899865,-0.012716869389986507
0.603803832,0.49777434762540107,0.10602948437459891
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.577737994,0.6069478330887789,-0.029209839088778833
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.518627557,0.4750108869033551,0.04361667009664488
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.632754287,0.603715476261411,0.02903881073858905
0.467952985,0.4506682200941398,0.017284764905860173
0.560798481,0.5976629501216733,-0.03686446912167329
0.425791975,0.3911254320923258,0.03466654290767418
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.391820005,0.3697021873555364,0.022117817644463633
0.516220734,0.5191590744082434,-0.0029383404082433673
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.386132166,0.4032928477255438,-0.017160681725543803
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.296112087,0.32386740277126697,-0.027755315771266942
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,0.2416700706350976,-0.2416700706350976
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.648190121,0.6119031399095729,0.03628698109042705
0.599998697,0.5605480655816735,0.0394506314183265
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.486064927,0.4273781003868312,0.05868682661316876
0.57384759,0.5160543484900391,0.0577932415099609
0.678281114,0.6576225404288235,0.02065857357117651
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.549501953,0.521413830885149,0.02808812211485101
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.737677529725745e-05,-6.737677529725745e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.729500116900043e-05,-6.729500116900043e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.0,6.040684752926241e-05,-6.040684752926241e-05
0.469145706,0.5285257388782575,-0.059380032878257494
